,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
44965,6306,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64240.0,HASPARREN
44966,6306,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Persil (la botte),64240.0,HASPARREN
44967,6306,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64240.0,HASPARREN
44968,6306,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,HASPARREN
44969,6306,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de sarrasin (1 kg),64240.0,HASPARREN
44970,6307,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de Maïs Grand Roux Basque AB (500 gr),64990.0,MUGERRE
44971,6307,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64990.0,MUGERRE
44972,6307,05.04.2020,FERME BELAZKABIETA,ÉPICERIE,Crème de châtaigne (250 gr),64990.0,MUGERRE
44973,6308,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64210.0,Guethary
44974,6308,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64210.0,Guethary
44975,6308,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64210.0,Guethary
44976,6308,05.04.2020, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64210.0,Guethary
44977,6308,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64210.0,Guethary
44978,6308,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64210.0,Guethary
44979,6308,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64210.0,Guethary
44980,6308,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64210.0,Guethary
44981,6308,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64210.0,Guethary
44982,6308,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64210.0,Guethary
44983,6308,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Persil (la botte),64210.0,Guethary
44984,6308,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64210.0,Guethary
44985,6308,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64210.0,Guethary
44986,6309,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,BIARRITZ
44987,6309,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64200.0,BIARRITZ
44988,6309,05.04.2020,FERME BELAZKABIETA,ÉPICERIE,BIZIGAI Piment d'Espelette AOP (50 gr),64200.0,BIARRITZ
44989,6309,05.04.2020,FERME BELAZKABIETA,ÉPICERIE,Crème de châtaigne (250 gr),64200.0,BIARRITZ
44990,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,SAINT MARTIN D'ARBEROUE
44991,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64640.0,SAINT MARTIN D'ARBEROUE
44992,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64640.0,SAINT MARTIN D'ARBEROUE
44993,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64640.0,SAINT MARTIN D'ARBEROUE
44994,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64640.0,SAINT MARTIN D'ARBEROUE
44995,6310,05.04.2020,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64640.0,SAINT MARTIN D'ARBEROUE
44996,6310,05.04.2020,FERME BORDABERRIA,ÉPICERIE,Nectar de kiwi (1 L),64640.0,SAINT MARTIN D'ARBEROUE
44997,6310,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64640.0,SAINT MARTIN D'ARBEROUE
44998,6310,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64640.0,SAINT MARTIN D'ARBEROUE
44999,6310,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64640.0,SAINT MARTIN D'ARBEROUE
45000,6310,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64640.0,SAINT MARTIN D'ARBEROUE
45001,6310,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64640.0,SAINT MARTIN D'ARBEROUE
45002,6310,05.04.2020,FERME XEMIANIA,ÉPICERIE SALÉE,Coquillettes semi complètes (pates) 500 gr AB,64640.0,SAINT MARTIN D'ARBEROUE
45003,6310,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64640.0,SAINT MARTIN D'ARBEROUE
45004,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64200.0,biarritz
45005,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64200.0,biarritz
45006,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64200.0,biarritz
45007,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64200.0,biarritz
45008,6311,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,biarritz
45009,6311,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64200.0,biarritz
45010,6311,05.04.2020,FERME IDOIA,ÉPICERIE,Miel fleurs de printemps (500g),64200.0,biarritz
45011,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,biarritz
45012,6311,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64200.0,biarritz
45013,6311,05.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis fruits rouges coulis (lot de 4).,64200.0,biarritz
45014,6312,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,AYHERRE
45015,6312,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,AYHERRE
45016,6312,05.04.2020,FERME BORDABERRIA,ÉPICERIE,Nectar de kiwi (1 L),64240.0,AYHERRE
45017,6312,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64240.0,AYHERRE
45018,6312,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,AYHERRE
45019,6312,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,AYHERRE
45020,6312,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64240.0,AYHERRE
45021,6312,05.04.2020,FERME IDOIA,ÉPICERIE,Pâte à tartiner Miel et Noisette  (pot de 250gr),64240.0,AYHERRE
45022,6312,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64240.0,AYHERRE
45023,6313,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64100.0,BAYONNE
45024,6313,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64100.0,BAYONNE
45025,6313,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64100.0,BAYONNE
45026,6313,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64100.0,BAYONNE
45027,6313,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Confiture de cassis AB (240 gr),64100.0,BAYONNE
45028,6314,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64210.0,ahetze
45029,6314,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64210.0,ahetze
45030,6314,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64210.0,ahetze
45031,6314,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64210.0,ahetze
45032,6314,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64210.0,ahetze
45033,6314,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64210.0,ahetze
45034,6314,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64210.0,ahetze
45035,6314,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64210.0,ahetze
45036,6314,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64210.0,ahetze
45037,6314,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64210.0,ahetze
45038,6314,05.04.2020,FERME ALASTA,ÉPICERIE,Confiture de Figue (360g),64210.0,ahetze
45039,6315,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64250.0,CAMBO LES BAINS 
45040,6315,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64250.0,CAMBO LES BAINS 
45041,6315,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64250.0,CAMBO LES BAINS 
45042,6315,05.04.2020,FERME BORDABERRIA,ÉPICERIE,Nectar de kiwi (1 L),64250.0,CAMBO LES BAINS 
45043,6315,05.04.2020,FERME LILIZAIN,BOISSONS,Tisane la Zen (25 gr),64250.0,CAMBO LES BAINS 
45044,6315,05.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis nature (lot de 4).,64250.0,CAMBO LES BAINS 
45045,6316,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,HASPARREN
45046,6316,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64240.0,HASPARREN
45047,6316,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,HASPARREN
45048,6316,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,HASPARREN
45049,6316,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,HASPARREN
45050,6316,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64240.0,HASPARREN
45051,6316,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Confiture de prune AB (240 gr),64240.0,HASPARREN
45052,6317,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,BASSUSSARRY
45053,6317,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64200.0,BASSUSSARRY
45054,6317,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64200.0,BASSUSSARRY
45055,6317,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64200.0,BASSUSSARRY
45056,6317,05.04.2020, FERME IXURIBEHEREA,YAOURT & FROMAGE BLANC,Yaourt nature au lait de chèvre (4 x 125 gr).,64200.0,BASSUSSARRY
45057,6317,05.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis nature (lot de 4).,64200.0,BASSUSSARRY
45058,6317,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64200.0,BASSUSSARRY
45059,6317,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Coulis de pêche de vigne AB (320 gr),64200.0,BASSUSSARRY
45060,6317,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Garralda.,64200.0,BASSUSSARRY
45061,6317,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64200.0,BASSUSSARRY
45062,6317,05.04.2020,FERME OHETA,FROMAGE DE VACHE,Tomme de vache fraîche (4-8 sem) 575 gr.,64200.0,BASSUSSARRY
45063,6317,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64200.0,BASSUSSARRY
45064,6317,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64200.0,BASSUSSARRY
45065,6317,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64200.0,BASSUSSARRY
45066,6317,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64200.0,BASSUSSARRY
45067,6317,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64200.0,BASSUSSARRY
45068,6317,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64200.0,BASSUSSARRY
45069,6317,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64200.0,BASSUSSARRY
45070,6317,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64200.0,BASSUSSARRY
45071,6317,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,BASSUSSARRY
45072,6318,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64480.0,USTARITZ
45073,6318,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64480.0,USTARITZ
45074,6318,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64480.0,USTARITZ
45075,6318,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64480.0,USTARITZ
45076,6318,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64480.0,USTARITZ
45077,6318,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64480.0,USTARITZ
45078,6318,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,USTARITZ
45079,6318,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64480.0,USTARITZ
45080,6319,05.04.2020, FERME IXURIBEHEREA,VIANDES,Pate de porc basque (190g),64200.0,Bassussarry 
45081,6319,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64200.0,Bassussarry 
45082,6319,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64200.0,Bassussarry 
45083,6319,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64200.0,Bassussarry 
45084,6319,05.04.2020, FERME ESNEKIAK,VIANDES,Axoa de veau bio  (750g),64200.0,Bassussarry 
45085,6319,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64200.0,Bassussarry 
45086,6319,05.04.2020,FERME ALASTA,ÉPICERIE,Confiture de pêches (360g),64200.0,Bassussarry 
45087,6319,05.04.2020, FERME IXURIBEHEREA,VIANDES,Boudin de porc basque (190 gr),64200.0,Bassussarry 
45088,6319,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,Bassussarry 
45089,6319,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64200.0,Bassussarry 
45090,6319,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64200.0,Bassussarry 
45091,6319,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64200.0,Bassussarry 
45092,6319,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64200.0,Bassussarry 
45093,6319,05.04.2020,FERME IDOIA,ÉPICERIE,Miel de Châtaigner (pot de 500g),64200.0,Bassussarry 
45094,6320,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64990.0,ST PIERRE D'IRUBE
45095,6320,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64990.0,ST PIERRE D'IRUBE
45096,6320,05.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Lait de chevre AB (1L).,64990.0,ST PIERRE D'IRUBE
45097,6320,05.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Fromage blanc de chevre (500g).,64990.0,ST PIERRE D'IRUBE
45098,6320,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64990.0,ST PIERRE D'IRUBE
45099,6320,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64990.0,ST PIERRE D'IRUBE
45100,6320,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64990.0,ST PIERRE D'IRUBE
45101,6320,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64990.0,ST PIERRE D'IRUBE
45102,6321,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,Ayherre
45103,6321,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Ayherre
45104,6321,05.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Lait de chevre AB (1L).,64240.0,Ayherre
45105,6321,05.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de Maïs Grand Roux Basque AB (500 gr),64240.0,Ayherre
45106,6321,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Confiture de cassis AB (240 gr),64240.0,Ayherre
45107,6321,05.04.2020,FERME ALASTA,ÉPICERIE,Sirop menthe-citron (320ml),64240.0,Ayherre
45108,6321,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,Ayherre
45109,6321,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64240.0,Ayherre
45110,6322,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,ayherre
45111,6322,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,ayherre
45112,6322,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,ayherre
45113,6322,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,ayherre
45114,6322,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,ayherre
45115,6322,05.04.2020,FERME LILIZAIN,BOISSONS,Tisane coquelicots (25 gr),64240.0,ayherre
45116,6322,05.04.2020,FERME OHETA,FROMAGE DE VACHE,Fromage de vache affiné (4-6 mois) 550 gr.,64240.0,ayherre
45117,6322,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64240.0,ayherre
45118,6322,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64240.0,ayherre
45119,6322,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64240.0,ayherre
45120,6323,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,Hasparren
45121,6323,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64240.0,Hasparren
45122,6323,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64240.0,Hasparren
45123,6323,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64240.0,Hasparren
45124,6323,05.04.2020, FERME IXURIBEHEREA,VIANDES,Pate de porc basque (190g),64240.0,Hasparren
45125,6323,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64240.0,Hasparren
45126,6323,05.04.2020, FERME BIXARTEA,FROMAGES,Fromage Pérail de brebis.,64240.0,Hasparren
45127,6323,05.04.2020, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Hasparren
45128,6323,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,Hasparren
45129,6323,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Hasparren
45130,6323,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,Hasparren
45131,6323,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64240.0,Hasparren
45132,6324,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,BIARRITZ
45133,6324,05.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64200.0,BIARRITZ
45134,6324,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64200.0,BIARRITZ
45135,6324,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64200.0,BIARRITZ
45136,6324,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64200.0,BIARRITZ
45137,6324,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64200.0,BIARRITZ
45138,6324,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64200.0,BIARRITZ
45139,6324,05.04.2020,FERME BORDABERRIA,ÉPICERIE,Nectar de kiwi (1 L),64200.0,BIARRITZ
45140,6324,05.04.2020,FERME IDOIA,ÉPICERIE,Miel fleurs de printemps (500g),64200.0,BIARRITZ
45141,6324,05.04.2020, FERME BIXARTEA,FROMAGES,Fromage Pérail de brebis.,64200.0,BIARRITZ
45142,6324,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Garralda.,64200.0,BIARRITZ
45143,6324,05.04.2020, FERME IXURIBEHEREA,VIANDES,Chichon de porc basque (180g),64200.0,BIARRITZ
45144,6324,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64200.0,BIARRITZ
45145,6324,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64200.0,BIARRITZ
45146,6324,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64200.0,BIARRITZ
45147,6324,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Manchons de canard sous vide (x2).,64200.0,BIARRITZ
45148,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64200.0,Biarritz
45149,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64200.0,Biarritz
45150,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,Biarritz
45151,6325,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Garralda.,64200.0,Biarritz
45152,6325,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64200.0,Biarritz
45153,6325,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64200.0,Biarritz
45154,6325,05.04.2020,FERME LILIZAIN,BOISSONS,Tisane la Zen (25 gr),64200.0,Biarritz
45155,6325,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64200.0,Biarritz
45156,6325,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64200.0,Biarritz
45157,6325,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,Biarritz
45158,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64200.0,Biarritz
45159,6325,05.04.2020, FERME IXURIBEHEREA,VIANDES,Pate de porc basque (190g),64200.0,Biarritz
45160,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64200.0,Biarritz
45161,6325,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64200.0,Biarritz
45162,6326,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64250.0,ESPELETTE
45163,6326,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64250.0,ESPELETTE
45164,6326,05.04.2020,NOUSTE EKILILI,ÉPICERIE SALÉE,"Huile de tournesol (0,75 l)",64250.0,ESPELETTE
45165,6326,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64250.0,ESPELETTE
45166,6326,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64250.0,ESPELETTE
45167,6326,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64250.0,ESPELETTE
45168,6326,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64250.0,ESPELETTE
45169,6327,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64100.0,Bayonne
45170,6327,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64100.0,Bayonne
45171,6327,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64100.0,Bayonne
45172,6327,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt aux fruits, bio, au lait entier (4 x 125g).",64100.0,Bayonne
