,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
17813,2694,22.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,.MENDIONDE
17814,2694,22.08.2018, FERME IXURIBEHEREA,FRUITS & LÉGUMES,Pommes Andere dona maria (1kg),64240.0,.MENDIONDE
17815,2694,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,.MENDIONDE
17816,2694,22.08.2018, FERME IXURIBEHEREA,VIANDES,Cabri massalé (590g),64240.0,.MENDIONDE
17817,2694,22.08.2018,BATEAU ORDAGNA ,ÉPICERIE,Soupe de poisson (1L),64240.0,.MENDIONDE
17818,2695,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,Cambo 
17819,2695,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64250.0,Cambo 
17820,2695,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,Cambo 
17821,2695,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,Cambo 
17822,2695,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64250.0,Cambo 
17823,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,Bayonne
17824,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,Bayonne
17825,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64100.0,Bayonne
17826,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64100.0,Bayonne
17827,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64100.0,Bayonne
17828,2696,22.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64100.0,Bayonne
17829,2697,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64480.0,ustaritz
17830,2697,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,ustaritz
17831,2697,22.08.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64480.0,ustaritz
17832,2697,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64480.0,ustaritz
17833,2697,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64480.0,ustaritz
17834,2697,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64480.0,ustaritz
17835,2697,22.08.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64480.0,ustaritz
17837,2698,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64250.0,Cambo
17838,2698,22.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64250.0,Cambo
17839,2698,22.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64250.0,Cambo
17842,2698,22.08.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64250.0,Cambo
17843,2699,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64100.0,Baiona
17844,2699,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,Baiona
17845,2699,22.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64100.0,Baiona
17846,2699,22.08.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64100.0,Baiona
17848,2700,23.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64250.0,ITXASSOU
17850,2700,23.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,ITXASSOU
17852,2701,24.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,hazparne
17853,2701,24.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,hazparne
17854,2701,24.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,hazparne
17855,2701,24.08.2018, FERME ESNEKIAK,VIANDES,Sauté de veau bio  (750g),64240.0,hazparne
17856,2702,25.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64480.0,larressore
17857,2702,25.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64480.0,larressore
17860,2702,25.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64480.0,larressore
17861,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64480.0,larressore
17862,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,larressore
17863,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,larressore
17864,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64480.0,larressore
17865,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64480.0,larressore
17866,2702,25.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64480.0,larressore
17867,2702,25.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,larressore
17869,2703,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,HASPARREN
17870,2703,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64240.0,HASPARREN
17871,2703,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
17872,2703,26.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,HASPARREN
17873,2703,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,HASPARREN
17874,2703,26.08.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
17875,2704,26.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64480.0,ustaritz
17876,2704,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64480.0,ustaritz
17877,2704,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64480.0,ustaritz
17878,2704,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64480.0,ustaritz
17879,2705,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,ayherre
17880,2705,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,ayherre
17881,2705,26.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64240.0,ayherre
17882,2705,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,ayherre
17883,2705,26.08.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,ayherre
17886,2705,26.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,ayherre
17887,2705,26.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"Cagette ""surprise""",64240.0,ayherre
17888,2706,27.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,HASPARREN
17889,2706,27.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
17890,2706,27.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64240.0,HASPARREN
17891,2706,27.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,HASPARREN
17892,2706,27.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64240.0,HASPARREN
17893,2706,27.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,HASPARREN
17894,2707,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,AYHERRE
17897,2707,29.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,AYHERRE
17898,2708,28.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64240.0,Hasparren
17900,2708,28.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"Cagette ""surprise""",64240.0,Hasparren
17902,2709,28.08.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64240.0,AIHERRA
17903,2709,28.08.2018, FERME IXURIBEHEREA,FROMAGES,Xedarri.,64240.0,AIHERRA
17904,2709,28.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64240.0,AIHERRA
17905,2709,28.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,AIHERRA
17906,2709,28.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64240.0,AIHERRA
17907,2709,28.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,AIHERRA
17908,2709,28.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,AIHERRA
17910,2710,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,hasparren
17911,2710,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
17912,2710,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,hasparren
17913,2710,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,hasparren
17915,2710,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64240.0,hasparren
17916,2710,29.08.2018, FERME AROZTEGIA,LÉGUMES,Melon,64240.0,hasparren
17917,2710,29.08.2018, FERME IXURIBEHEREA,VIANDES,Boudin de porc basque (190 gr),64240.0,hasparren
17918,2711,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64600.0,ANGLET
17919,2711,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64600.0,ANGLET
17921,2711,29.08.2018,FERME ALASTA,ÉPICERIE,Confiture de pêches (360g),64600.0,ANGLET
17922,2711,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64600.0,ANGLET
17923,2711,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64600.0,ANGLET
17924,2711,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64600.0,ANGLET
17925,2711,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64600.0,ANGLET
17926,2711,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64600.0,ANGLET
17928,2712,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64640.0,Saint Esteben
17929,2712,29.08.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64640.0,Saint Esteben
17932,2712,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64640.0,Saint Esteben
17933,2712,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64640.0,Saint Esteben
17934,2712,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64640.0,Saint Esteben
17936,2713,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64480.0,Larressore
17937,2713,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,Larressore
17938,2713,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64480.0,Larressore
17939,2713,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,Larressore
17940,2713,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,Larressore
17943,2714,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,cambo les bains
17944,2714,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"Cagette ""surprise""",64250.0,cambo les bains
17945,2714,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64250.0,cambo les bains
17946,2715,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,ESPELETTE
17947,2715,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64250.0,ESPELETTE
17948,2715,29.08.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64250.0,ESPELETTE
17949,2715,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64250.0,ESPELETTE
17950,2715,29.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64250.0,ESPELETTE
17951,2715,29.08.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64250.0,ESPELETTE
17953,2715,29.08.2018,FERME IHITIA,ÉPICERIE,CIDRE FERMIER (1l),64250.0,ESPELETTE
17954,2715,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64250.0,ESPELETTE
17955,2715,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64250.0,ESPELETTE
17956,2715,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,ESPELETTE
17959,2716,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64480.0,Jatxou
17960,2716,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64480.0,Jatxou
17961,2716,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64480.0,Jatxou
17962,2716,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64480.0,Jatxou
17963,2716,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64480.0,Jatxou
17965,2717,29.08.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,HASPARREN
17969,2717,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64240.0,HASPARREN
17970,2717,29.08.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64240.0,HASPARREN
17971,2717,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64240.0,HASPARREN
17972,2717,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
17973,2717,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64240.0,HASPARREN
17974,2717,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,HASPARREN
17975,2718,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,hasparren
17976,2718,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64240.0,hasparren
17977,2718,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,hasparren
17978,2718,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64240.0,hasparren
17979,2718,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64240.0,hasparren
17980,2718,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,hasparren
17982,2719,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Ixuri.,64240.0,AYHERRE
17983,2719,29.08.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,AYHERRE
17984,2719,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,AYHERRE
17985,2719,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,AYHERRE
17986,2719,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,AYHERRE
17987,2719,29.08.2018,FERME IDOIA,ÉPICERIE,Miel de Callune de la montagne du Haut béarn (pot de 250g),64240.0,AYHERRE
17989,2720,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,Hasparren
17990,2720,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64240.0,Hasparren
17991,2720,29.08.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64240.0,Hasparren
17992,2720,29.08.2018,FERME IDOIA,ÉPICERIE,Miel d' Acacia (pot de 500g),64240.0,Hasparren
17993,2720,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,Hasparren
17994,2720,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,Hasparren
17995,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64250.0,Cambo 
17996,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,Cambo 
17997,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64250.0,Cambo 
17998,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,Cambo 
17999,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64250.0,Cambo 
18000,2721,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,pomme de terre primeur 1kg,64250.0,Cambo 
18001,2721,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,Cambo 
18002,2722,29.08.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Hasparren
18003,2722,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64240.0,Hasparren
18004,2722,29.08.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64240.0,Hasparren
18005,2722,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene ( la paire ),64240.0,Hasparren
18006,2723,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,HASPARREN
18007,2723,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,HASPARREN
18008,2723,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,HASPARREN
18009,2723,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,HASPARREN
18010,2723,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,HASPARREN
18011,2723,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
18012,2723,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,HASPARREN
18013,2723,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64240.0,HASPARREN
18016,2724,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,hazparne
18017,2724,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64240.0,hazparne
18018,2724,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,hazparne
18019,2724,29.08.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64240.0,hazparne
18021,2725,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,LOUHOSSOA
18022,2725,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
18023,2725,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64250.0,LOUHOSSOA
18024,2725,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
18025,2725,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64250.0,LOUHOSSOA
18026,2725,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64250.0,LOUHOSSOA
18027,2725,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64250.0,LOUHOSSOA
18028,2725,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64250.0,LOUHOSSOA
18029,2725,29.08.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64250.0,LOUHOSSOA
18030,2726,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64100.0,Baiona
18031,2726,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64100.0,Baiona
18032,2726,29.08.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64100.0,Baiona
18034,2726,29.08.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64100.0,Baiona
18035,2727,08.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,HASPARREN
18036,2727,08.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,HASPARREN
18037,2727,08.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,HASPARREN
18038,2727,08.09.2018, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64240.0,HASPARREN
18039,2727,08.09.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
18041,2729,02.09.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,hasparren
18042,2729,02.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
18043,2729,02.09.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,hasparren
18044,2729,02.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,aubergine variée (750gr),64240.0,hasparren
18045,2729,02.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64240.0,hasparren
18046,2729,02.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,celeri rave (lot de 3ou4),64240.0,hasparren
18047,2729,02.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64240.0,hasparren
18048,2729,02.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64240.0,hasparren
18050,2730,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,hasparren
18051,2730,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
18052,2730,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,hasparren
18054,2730,04.09.2018, FERME IXURIBEHEREA,FROMAGES,Garralda.,64240.0,hasparren
18055,2730,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64240.0,hasparren
18056,2730,04.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64240.0,hasparren
18057,2731,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Piment doux du pays basque (250g),64100.0,bayonne
18058,2731,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64100.0,bayonne
18059,2731,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64100.0,bayonne
18060,2731,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Tomate (750gr),64100.0,bayonne
18062,2732,04.09.2018, FERME IXURIBEHEREA,FROMAGES,Espil.,64240.0,Hasparren
18064,2732,04.09.2018,BATEAU ORDAGNA ,VIANDE FRAÎCHE,Poisson frais.,64240.0,Hasparren
18065,2733,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Concombre (l'unité),64480.0,ustaritz
18066,2733,04.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Echalote (400g),64480.0,ustaritz
18067,2733,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64480.0,ustaritz
18068,2733,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64480.0,ustaritz
18070,2733,04.09.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64480.0,ustaritz
18071,2734,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64990.0,URCUIT
18072,2734,05.09.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64990.0,URCUIT
18074,2734,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Courgette primeur (1kg),64990.0,URCUIT
18075,2734,05.09.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,oignon jaune (750g),64990.0,URCUIT
