26813,163,Sainte-Colome,sainte-colome,64260,43.1,-0.4
26830,163,Sévignacq-Meyracq,sevignacq-meyracq,64260,43.116667,-0.416667
26470,163,Auterrive,auterrive,64270,43.466667,-1
26476,163,Bellocq,bellocq,64270,43.516667,-0.916667
26491,163,Carresse-Cassaber,carresse-cassaber,64270,43.4781,-0.995278
26492,163,Castagnède,castagnede,64270,43.45,-0.983333
26511,163,Escos,escos,64270,43.45,-1
26527,163,Labastide-Villefranche,labastide-villefranche,64270,43.45,-1.016667
26533,163,Lahontan,lahontan,64270,43.533333,-0.966667
26547,163,Léren,leren,64270,43.5,-1.033333
26591,163,Puyoô,puyoo,64270,43.533333,-0.916667
26592,163,Ramous,ramous,64270,43.516667,-0.9
26595,163,Saint-Dos,saint-dos,64270,43.466667,-1.016667
26600,163,Saint-Pé-de-Léren,saint-pe-de-leren,64270,43.483333,-1.033333
26601,163,Salies-de-Béarn,salies-de-bearn,64270,43.483333,-0.916667
26761,163,L\Hôpital-d\Orion,lhopital-dorion,64270,43.433333,-0.85
26845,163,Arancou,arancou,64270,43.433333,-1.05
26849,163,Bergouey-Viellenave,bergouey-viellenave,64270,43.4228,0.943334
26464,163,Aubertin,aubertin,64290,43.266667,-0.483333
26482,163,Bosdarros,bosdarros,64290,43.216667,-0.366667
26513,163,Estialescq,estialescq,64290,43.216667,-0.55
26515,163,Gan,gan,64290,43.233333,-0.383333
26543,163,Lasseube,lasseube,64290,43.233333,-0.483333
26544,163,Lasseubetat,lasseubetat,64290,43.166667,-0.45
2309,106,LaBrigue,la-brigue,6430,44.066667,7.616667
2322,106,Tende,tende,6430,44.083333,7.6
26454,163,Argagnon,argagnon,64300,43.45,-0.683333
26472,163,Baigts-de-Béarn,baigts-de-bearn,64300,43.516667,-0.833333
26473,163,Balansun,balansun,64300,43.483333,-0.7
26477,163,Bérenx,berenx,64300,43.5,-0.85
26480,163,Biron,biron,64300,43.466667,-0.733333
26481,163,Bonnut,bonnut,64300,43.55,-0.766667;
26495,163,Castétis,castetis,64300,43.466667,-0.716667
26496,163,Castetner,castetner,64300,43.45,-0.75
26524,163,Laà-Mondrans,laa-mondrans,64300,43.45,-0.766667
26528,163,Labeyrie,labeyrie,64300,43.533333,-0.616667
26529,163,Lacadée,lacadee,64300,43.533333,-0.65
26538,163,Lanneplaà,lanneplaa,64300,43.45,-0.816667
26550,163,Loubieng,loubieng,64300,43.433333,-0.75
26558,163,Maslacq,maslacq,64300,43.433333,-0.7
26571,163,Mont,mont,64300,43.433333,-0.65
26579,163,Orthez,orthez,64300,43.483333,-0.766667
26581,163,Ozenx-Montestrucq,ozenx-montestrucq,64300,43.45,-0.783333
26594,163,Saint-Boès,saint-boes,64300,43.533333,-0.8
26597,163,Saint-Girons,saint-girons,64300,43.55,-0.833333
26602,163,Salles-Mongiscard,salles-mongiscard,64300,43.5,-0.833333
26603,163,Sallespisse,sallespisse,64300,43.533333,-0.716667
